
Filament No. Sholl Intersections
 ==================== 
Filament No. Sholl Intersections,Unit,Category,Radius,Time,ID,
7,,Filament,14.000,1,100000009,
7,,Filament,15.000,1,100000009,
7,,Filament,16.000,1,100000009,
7,,Filament,17.000,1,100000009,
8,,Filament,18.000,1,100000009,
8,,Filament,19.000,1,100000009,
8,,Filament,20.000,1,100000009,
8,,Filament,21.000,1,100000009,
8,,Filament,22.000,1,100000009,
8,,Filament,23.000,1,100000009,
7,,Filament,24.000,1,100000009,
6,,Filament,25.000,1,100000009,
6,,Filament,26.000,1,100000009,
6,,Filament,27.000,1,100000009,
6,,Filament,28.000,1,100000009,
6,,Filament,29.000,1,100000009,
6,,Filament,30.000,1,100000009,
6,,Filament,31.000,1,100000009,
6,,Filament,32.000,1,100000009,
6,,Filament,33.000,1,100000009,
6,,Filament,34.000,1,100000009,
6,,Filament,35.000,1,100000009,
6,,Filament,36.000,1,100000009,
6,,Filament,37.000,1,100000009,
6,,Filament,38.000,1,100000009,
6,,Filament,39.000,1,100000009,
6,,Filament,40.000,1,100000009,
6,,Filament,41.000,1,100000009,
6,,Filament,42.000,1,100000009,
6,,Filament,43.000,1,100000009,
5,,Filament,44.000,1,100000009,
5,,Filament,45.000,1,100000009,
5,,Filament,46.000,1,100000009,
5,,Filament,47.000,1,100000009,
4,,Filament,48.000,1,100000009,
4,,Filament,49.000,1,100000009,
4,,Filament,50.000,1,100000009,
4,,Filament,51.000,1,100000009,
4,,Filament,52.000,1,100000009,
4,,Filament,53.000,1,100000009,
4,,Filament,54.000,1,100000009,
4,,Filament,55.000,1,100000009,
4,,Filament,56.000,1,100000009,
4,,Filament,57.000,1,100000009,
4,,Filament,58.000,1,100000009,
4,,Filament,59.000,1,100000009,
4,,Filament,60.000,1,100000009,
4,,Filament,61.000,1,100000009,
4,,Filament,62.000,1,100000009,
4,,Filament,63.000,1,100000009,
4,,Filament,64.000,1,100000009,
4,,Filament,65.000,1,100000009,
4,,Filament,66.000,1,100000009,
4,,Filament,67.000,1,100000009,
4,,Filament,68.000,1,100000009,
4,,Filament,69.000,1,100000009,
4,,Filament,70.000,1,100000009,
4,,Filament,71.000,1,100000009,
4,,Filament,72.000,1,100000009,
4,,Filament,73.000,1,100000009,
4,,Filament,74.000,1,100000009,
4,,Filament,75.000,1,100000009,
4,,Filament,76.000,1,100000009,
4,,Filament,77.000,1,100000009,
4,,Filament,78.000,1,100000009,
4,,Filament,79.000,1,100000009,
4,,Filament,80.000,1,100000009,
4,,Filament,81.000,1,100000009,
4,,Filament,82.000,1,100000009,
4,,Filament,83.000,1,100000009,
4,,Filament,84.000,1,100000009,
4,,Filament,85.000,1,100000009,
4,,Filament,86.000,1,100000009,
4,,Filament,87.000,1,100000009,
4,,Filament,88.000,1,100000009,
4,,Filament,89.000,1,100000009,
4,,Filament,90.000,1,100000009,
4,,Filament,91.000,1,100000009,
4,,Filament,92.000,1,100000009,
4,,Filament,93.000,1,100000009,
3,,Filament,94.000,1,100000009,
3,,Filament,95.000,1,100000009,
3,,Filament,96.000,1,100000009,
3,,Filament,97.000,1,100000009,
3,,Filament,98.000,1,100000009,
3,,Filament,99.000,1,100000009,
3,,Filament,100.000,1,100000009,
3,,Filament,101.000,1,100000009,
3,,Filament,102.000,1,100000009,
3,,Filament,103.000,1,100000009,
3,,Filament,104.000,1,100000009,
1,,Filament,105.000,1,100000009,
1,,Filament,106.000,1,100000009,
1,,Filament,107.000,1,100000009,
1,,Filament,108.000,1,100000009,
1,,Filament,109.000,1,100000009,
1,,Filament,110.000,1,100000009,
1,,Filament,111.000,1,100000009,
1,,Filament,112.000,1,100000009,
1,,Filament,113.000,1,100000009,
0,,Filament,114.000,1,100000009,
0,,Filament,0.000,1,100000010,
0,,Filament,1.000,1,100000010,
0,,Filament,2.000,1,100000010,
0,,Filament,3.000,1,100000010,
0,,Filament,4.000,1,100000010,
0,,Filament,5.000,1,100000010,
0,,Filament,6.000,1,100000010,
0,,Filament,7.000,1,100000010,
0,,Filament,8.000,1,100000010,
1,,Filament,9.000,1,100000010,
2,,Filament,10.000,1,100000010,
4,,Filament,11.000,1,100000010,
6,,Filament,12.000,1,100000010,
6,,Filament,13.000,1,100000010,
6,,Filament,14.000,1,100000010,
6,,Filament,15.000,1,100000010,
6,,Filament,16.000,1,100000010,
6,,Filament,17.000,1,100000010,
6,,Filament,18.000,1,100000010,
6,,Filament,19.000,1,100000010,
6,,Filament,20.000,1,100000010,
6,,Filament,21.000,1,100000010,
6,,Filament,22.000,1,100000010,
6,,Filament,23.000,1,100000010,
7,,Filament,24.000,1,100000010,
7,,Filament,25.000,1,100000010,
7,,Filament,26.000,1,100000010,
8,,Filament,27.000,1,100000010,
8,,Filament,28.000,1,100000010,
8,,Filament,29.000,1,100000010,
8,,Filament,30.000,1,100000010,
8,,Filament,31.000,1,100000010,
8,,Filament,32.000,1,100000010,
8,,Filament,33.000,1,100000010,
8,,Filament,34.000,1,100000010,
8,,Filament,35.000,1,100000010,
8,,Filament,36.000,1,100000010,
8,,Filament,37.000,1,100000010,
8,,Filament,38.000,1,100000010,
8,,Filament,39.000,1,100000010,
8,,Filament,40.000,1,100000010,
8,,Filament,41.000,1,100000010,
8,,Filament,42.000,1,100000010,
8,,Filament,43.000,1,100000010,
8,,Filament,44.000,1,100000010,
8,,Filament,45.000,1,100000010,
8,,Filament,46.000,1,100000010,
8,,Filament,47.000,1,100000010,
8,,Filament,48.000,1,100000010,
8,,Filament,49.000,1,100000010,
9,,Filament,50.000,1,100000010,
9,,Filament,51.000,1,100000010,
9,,Filament,52.000,1,100000010,
9,,Filament,53.000,1,100000010,
9,,Filament,54.000,1,100000010,
9,,Filament,55.000,1,100000010,
9,,Filament,56.000,1,100000010,
9,,Filament,57.000,1,100000010,
8,,Filament,58.000,1,100000010,
8,,Filament,59.000,1,100000010,
8,,Filament,60.000,1,100000010,
8,,Filament,61.000,1,100000010,
7,,Filament,62.000,1,100000010,
7,,Filament,63.000,1,100000010,
7,,Filament,64.000,1,100000010,
7,,Filament,65.000,1,100000010,
6,,Filament,66.000,1,100000010,
6,,Filament,67.000,1,100000010,
6,,Filament,68.000,1,100000010,
6,,Filament,69.000,1,100000010,
6,,Filament,70.000,1,100000010,
6,,Filament,71.000,1,100000010,
5,,Filament,72.000,1,100000010,
5,,Filament,73.000,1,100000010,
5,,Filament,74.000,1,100000010,
5,,Filament,75.000,1,100000010,
5,,Filament,76.000,1,100000010,
5,,Filament,77.000,1,100000010,
5,,Filament,78.000,1,100000010,
5,,Filament,79.000,1,100000010,
5,,Filament,80.000,1,100000010,
5,,Filament,81.000,1,100000010,
5,,Filament,82.000,1,100000010,
5,,Filament,83.000,1,100000010,
5,,Filament,84.000,1,100000010,
5,,Filament,85.000,1,100000010,
4,,Filament,86.000,1,100000010,
4,,Filament,87.000,1,100000010,
4,,Filament,88.000,1,100000010,
4,,Filament,89.000,1,100000010,
4,,Filament,90.000,1,100000010,
4,,Filament,91.000,1,100000010,
4,,Filament,92.000,1,100000010,
4,,Filament,93.000,1,100000010,
4,,Filament,94.000,1,100000010,
4,,Filament,95.000,1,100000010,
4,,Filament,96.000,1,100000010,
5,,Filament,97.000,1,100000010,
5,,Filament,98.000,1,100000010,
5,,Filament,99.000,1,100000010,
5,,Filament,100.000,1,100000010,
5,,Filament,101.000,1,100000010,
5,,Filament,102.000,1,100000010,
5,,Filament,103.000,1,100000010,
5,,Filament,104.000,1,100000010,
4,,Filament,105.000,1,100000010,
4,,Filament,106.000,1,100000010,
4,,Filament,107.000,1,100000010,
4,,Filament,108.000,1,100000010,
4,,Filament,109.000,1,100000010,
4,,Filament,110.000,1,100000010,
4,,Filament,111.000,1,100000010,
3,,Filament,112.000,1,100000010,
2,,Filament,113.000,1,100000010,
2,,Filament,114.000,1,100000010,
1,,Filament,115.000,1,100000010,
1,,Filament,116.000,1,100000010,
1,,Filament,117.000,1,100000010,
1,,Filament,118.000,1,100000010,
1,,Filament,119.000,1,100000010,
1,,Filament,120.000,1,100000010,
1,,Filament,121.000,1,100000010,
1,,Filament,122.000,1,100000010,
1,,Filament,123.000,1,100000010,
1,,Filament,124.000,1,100000010,
0,,Filament,125.000,1,100000010,
0,,Filament,0.000,1,100000011,
0,,Filament,1.000,1,100000011,
0,,Filament,2.000,1,100000011,
0,,Filament,3.000,1,100000011,
0,,Filament,4.000,1,100000011,
0,,Filament,5.000,1,100000011,
0,,Filament,6.000,1,100000011,
0,,Filament,7.000,1,100000011,
0,,Filament,8.000,1,100000011,
0,,Filament,9.000,1,100000011,
0,,Filament,10.000,1,100000011,
0,,Filament,11.000,1,100000011,
0,,Filament,12.000,1,100000011,
0,,Filament,13.000,1,100000011,
0,,Filament,14.000,1,100000011,
1,,Filament,15.000,1,100000011,
1,,Filament,16.000,1,100000011,
3,,Filament,17.000,1,100000011,
5,,Filament,18.000,1,100000011,
5,,Filament,19.000,1,100000011,
5,,Filament,20.000,1,100000011,
5,,Filament,21.000,1,100000011,
5,,Filament,22.000,1,100000011,
5,,Filament,23.000,1,100000011,
5,,Filament,24.000,1,100000011,
5,,Filament,25.000,1,100000011,
5,,Filament,26.000,1,100000011,
5,,Filament,27.000,1,100000011,
5,,Filament,28.000,1,100000011,
5,,Filament,29.000,1,100000011,
5,,Filament,30.000,1,100000011,
5,,Filament,31.000,1,100000011,
5,,Filament,32.000,1,100000011,
5,,Filament,33.000,1,100000011,
5,,Filament,34.000,1,100000011,
4,,Filament,35.000,1,100000011,
4,,Filament,36.000,1,100000011,
4,,Filament,37.000,1,100000011,
4,,Filament,38.000,1,100000011,
5,,Filament,39.000,1,100000011,
5,,Filament,40.000,1,100000011,
5,,Filament,41.000,1,100000011,
5,,Filament,42.000,1,100000011,
5,,Filament,43.000,1,100000011,
5,,Filament,44.000,1,100000011,
5,,Filament,45.000,1,100000011,
4,,Filament,46.000,1,100000011,
4,,Filament,47.000,1,100000011,
5,,Filament,48.000,1,100000011,
5,,Filament,49.000,1,100000011,
5,,Filament,50.000,1,100000011,
5,,Filament,51.000,1,100000011,
5,,Filament,52.000,1,100000011,
5,,Filament,53.000,1,100000011,
5,,Filament,54.000,1,100000011,
5,,Filament,55.000,1,100000011,
5,,Filament,56.000,1,100000011,
5,,Filament,57.000,1,100000011,
5,,Filament,58.000,1,100000011,
5,,Filament,59.000,1,100000011,
5,,Filament,60.000,1,100000011,
5,,Filament,61.000,1,100000011,
5,,Filament,62.000,1,100000011,
5,,Filament,63.000,1,100000011,
5,,Filament,64.000,1,100000011,
5,,Filament,65.000,1,100000011,
5,,Filament,66.000,1,100000011,
4,,Filament,67.000,1,100000011,
4,,Filament,68.000,1,100000011,
4,,Filament,69.000,1,100000011,
4,,Filament,70.000,1,100000011,
4,,Filament,71.000,1,100000011,
4,,Filament,72.000,1,100000011,
4,,Filament,73.000,1,100000011,
4,,Filament,74.000,1,100000011,
4,,Filament,75.000,1,100000011,
4,,Filament,76.000,1,100000011,
4,,Filament,77.000,1,100000011,
4,,Filament,78.000,1,100000011,
4,,Filament,79.000,1,100000011,
4,,Filament,80.000,1,100000011,
4,,Filament,81.000,1,100000011,
4,,Filament,82.000,1,100000011,
4,,Filament,83.000,1,100000011,
4,,Filament,84.000,1,100000011,
4,,Filament,85.000,1,100000011,
4,,Filament,86.000,1,100000011,
4,,Filament,87.000,1,100000011,
4,,Filament,88.000,1,100000011,
4,,Filament,89.000,1,100000011,
4,,Filament,90.000,1,100000011,
4,,Filament,91.000,1,100000011,
4,,Filament,92.000,1,100000011,
3,,Filament,93.000,1,100000011,
3,,Filament,94.000,1,100000011,
3,,Filament,95.000,1,100000011,
3,,Filament,96.000,1,100000011,
3,,Filament,97.000,1,100000011,
3,,Filament,98.000,1,100000011,
3,,Filament,99.000,1,100000011,
3,,Filament,100.000,1,100000011,
3,,Filament,101.000,1,100000011,
3,,Filament,102.000,1,100000011,
3,,Filament,103.000,1,100000011,
3,,Filament,104.000,1,100000011,
2,,Filament,105.000,1,100000011,
2,,Filament,106.000,1,100000011,
2,,Filament,107.000,1,100000011,
2,,Filament,108.000,1,100000011,
2,,Filament,109.000,1,100000011,
2,,Filament,110.000,1,100000011,
2,,Filament,111.000,1,100000011,
2,,Filament,112.000,1,100000011,
2,,Filament,113.000,1,100000011,
2,,Filament,114.000,1,100000011,
2,,Filament,115.000,1,100000011,
2,,Filament,116.000,1,100000011,
1,,Filament,117.000,1,100000011,
1,,Filament,118.000,1,100000011,
1,,Filament,119.000,1,100000011,
1,,Filament,120.000,1,100000011,
1,,Filament,121.000,1,100000011,
1,,Filament,122.000,1,100000011,
1,,Filament,123.000,1,100000011,
1,,Filament,124.000,1,100000011,
1,,Filament,125.000,1,100000011,
1,,Filament,126.000,1,100000011,
1,,Filament,127.000,1,100000011,
1,,Filament,128.000,1,100000011,
1,,Filament,129.000,1,100000011,
1,,Filament,130.000,1,100000011,
1,,Filament,131.000,1,100000011,
1,,Filament,132.000,1,100000011,
1,,Filament,133.000,1,100000011,
1,,Filament,134.000,1,100000011,
1,,Filament,135.000,1,100000011,
1,,Filament,136.000,1,100000011,
1,,Filament,137.000,1,100000011,
1,,Filament,138.000,1,100000011,
1,,Filament,139.000,1,100000011,
1,,Filament,140.000,1,100000011,
1,,Filament,141.000,1,100000011,
1,,Filament,142.000,1,100000011,
1,,Filament,143.000,1,100000011,
1,,Filament,144.000,1,100000011,
1,,Filament,145.000,1,100000011,
1,,Filament,146.000,1,100000011,
1,,Filament,147.000,1,100000011,
1,,Filament,148.000,1,100000011,
1,,Filament,149.000,1,100000011,
1,,Filament,150.000,1,100000011,
1,,Filament,151.000,1,100000011,
1,,Filament,152.000,1,100000011,
1,,Filament,153.000,1,100000011,
1,,Filament,154.000,1,100000011,
1,,Filament,155.000,1,100000011,
1,,Filament,156.000,1,100000011,
1,,Filament,157.000,1,100000011,
1,,Filament,158.000,1,100000011,
1,,Filament,159.000,1,100000011,
1,,Filament,160.000,1,100000011,
1,,Filament,161.000,1,100000011,
1,,Filament,162.000,1,100000011,
1,,Filament,163.000,1,100000011,
1,,Filament,164.000,1,100000011,
1,,Filament,165.000,1,100000011,
1,,Filament,166.000,1,100000011,
1,,Filament,167.000,1,100000011,
1,,Filament,168.000,1,100000011,
1,,Filament,169.000,1,100000011,
1,,Filament,170.000,1,100000011,
1,,Filament,171.000,1,100000011,
1,,Filament,172.000,1,100000011,
1,,Filament,173.000,1,100000011,
1,,Filament,174.000,1,100000011,
1,,Filament,175.000,1,100000011,
1,,Filament,176.000,1,100000011,
1,,Filament,177.000,1,100000011,
1,,Filament,178.000,1,100000011,
1,,Filament,179.000,1,100000011,
1,,Filament,180.000,1,100000011,
1,,Filament,181.000,1,100000011,
1,,Filament,182.000,1,100000011,
1,,Filament,183.000,1,100000011,
1,,Filament,184.000,1,100000011,
1,,Filament,185.000,1,100000011,
1,,Filament,186.000,1,100000011,
1,,Filament,187.000,1,100000011,
1,,Filament,188.000,1,100000011,
1,,Filament,189.000,1,100000011,
1,,Filament,190.000,1,100000011,
1,,Filament,191.000,1,100000011,
1,,Filament,192.000,1,100000011,
1,,Filament,193.000,1,100000011,
1,,Filament,194.000,1,100000011,
1,,Filament,195.000,1,100000011,
1,,Filament,196.000,1,100000011,
1,,Filament,197.000,1,100000011,
1,,Filament,198.000,1,100000011,
1,,Filament,199.000,1,100000011,
1,,Filament,200.000,1,100000011,
1,,Filament,201.000,1,100000011,
1,,Filament,202.000,1,100000011,
1,,Filament,203.000,1,100000011,
1,,Filament,204.000,1,100000011,
1,,Filament,205.000,1,100000011,
1,,Filament,206.000,1,100000011,
1,,Filament,207.000,1,100000011,
1,,Filament,208.000,1,100000011,
1,,Filament,209.000,1,100000011,
1,,Filament,210.000,1,100000011,
1,,Filament,211.000,1,100000011,
1,,Filament,212.000,1,100000011,
1,,Filament,213.000,1,100000011,
1,,Filament,214.000,1,100000011,
1,,Filament,215.000,1,100000011,
1,,Filament,216.000,1,100000011,
1,,Filament,217.000,1,100000011,
1,,Filament,218.000,1,100000011,
1,,Filament,219.000,1,100000011,
1,,Filament,220.000,1,100000011,
1,,Filament,221.000,1,100000011,
1,,Filament,222.000,1,100000011,
1,,Filament,223.000,1,100000011,
1,,Filament,224.000,1,100000011,
1,,Filament,225.000,1,100000011,
1,,Filament,226.000,1,100000011,
1,,Filament,227.000,1,100000011,
1,,Filament,228.000,1,100000011,
1,,Filament,229.000,1,100000011,
1,,Filament,230.000,1,100000011,
1,,Filament,231.000,1,100000011,
1,,Filament,232.000,1,100000011,
1,,Filament,233.000,1,100000011,
1,,Filament,234.000,1,100000011,
1,,Filament,235.000,1,100000011,
1,,Filament,236.000,1,100000011,
1,,Filament,237.000,1,100000011,
1,,Filament,238.000,1,100000011,
1,,Filament,239.000,1,100000011,
1,,Filament,240.000,1,100000011,
1,,Filament,241.000,1,100000011,
1,,Filament,242.000,1,100000011,
0,,Filament,243.000,1,100000011,
